"ID","Requisito generado","Artículo/Fuente","¿Extraído correctamente?","Nivel de fidelidad","Tipo de error (si aplica)","Justificación/Comentarios","Porcentaje de calidad","legibility_score","ambiguous_terms"
"SIR-084","Toda API expuesta por OpenEMR debe requerir autenticación robusta basada en tokens seguros (OAuth 2.0, OpenID Connect) antes de permitir cualquier acceso.","OWASP API1:2023, NIST AC-17, ISO 27002:2022 8.3.1","Sí","Alta","","Correctamente alineado a controles API modernos. Mejora protección de integraciones externas en ePHI.","43.0","29.351690000000023","[]"
"SIR-085","Los tokens de acceso a APIs deben ser de corta duración (máximo 1 hora) y renovables mediante mecanismos seguros de refresh tokens.","OWASP API2:2023, NIST SP 800-63B","Sí","Alta","","Bien formulado. Alineado con controles de sesión modernos. Mejora la resiliencia frente a exposición de credenciales temporales.","45.0","37.067285","[]"
"SIR-086","Todas las comunicaciones entre clientes y APIs deben estar protegidas mediante HTTPS (TLS 1.2 o superior) obligatoriamente.","ISO 27002:2022 8.4.1, HIPAA §164.312(e)(1), NIST SC-12","Sí","Alta","","Perfectamente trazado y clave para confidencialidad e integridad. Compatible con OWASP, HIPAA y NIST SC-12.","45.0","21.172730441176512","[]"
"SIR-087","Cada endpoint de API debe validar estrictamente el formato, tipo y tamaño de todos los parámetros de entrada para prevenir inyecciones o corrupción de datos.","OWASP API8:2023, NIST SI-10, ISO 27002:2022 8.12","Sí","Alta","","Correcto y completo. Aborda validación semántica y sintáctica como control esencial contra ataques.","43.0","29.148284000000032","[]"
"SIR-088","Debe implementarse un control de límite de tasa (Rate Limiting) por cliente API para evitar abusos y ataques de denegación de servicio (DoS).","OWASP API4:2023, NIST SC-5, ISO 27002:2022 8.4.2","Sí","Alta","","Correctamente alineado. Defensa efectiva ante abuso de APIs. Bien formulado.","45.0","53.056390869565234","[]"
"SIR-089","Debe existir un mecanismo de escaneo y auditoría automática de vulnerabilidades en las APIs expuestas de OpenEMR.","OWASP API6:2023, NIST RA-5, ISO 27002:2022 8.8.5","Sí","Alta","","Correcto. Alineado con buenas prácticas CI/CD seguras. Fortalece detección temprana en despliegues ágiles.","45.0","17.678695294117656","[]"
"SIR-090","Todos los datos clínicos (ePHI) almacenados en servicios en la nube deben cifrarse en reposo mediante claves gestionadas por el cliente (CMEK o BYOK).","ISO 27002:2022 8.10, NIST SC-12, HIPAA §164.312(a)(2)(iv)","Sí","Alta","","Fidelidad alta. Protección avanzada al requerir claves CMEK/BYOK para control total del cifrado en cloud.","43.0","57.51185000000001","[]"
"SIR-091","Los buckets de almacenamiento (S3) no deben estar expuestos públicamente y deben tener políticas de acceso mínimo necesarias (least privilege).","CIS AWS Benchmark 2.1, ISO 27002:2022 5.18, NIST AC-6","Sí","Alta","","Correcto y esencial para seguridad cloud. Bien formulado con base normativa y técnica robusta.","43.0","36.43392500000003","[]"
"SIR-092","El acceso a la consola de gestión cloud debe estar protegido mediante autenticación multifactor obligatoria (MFA) para todas las cuentas administrativas.","NIST IA-2(1), ISO 27002:2022 5.17, CIS AWS Benchmark 1.1","Sí","Alta","","Correcto. Control de acceso robusto y requisito esencial para administración segura en cloud.","43.0","0.0","[]"
"SIR-093","Los recursos en la nube deben utilizar roles IAM específicos para cada función, evitando credenciales estáticas en código o contenedores.","NIST AC-6(10), ISO 27002:2022 5.18, OWASP Cloud-Native Top 10 A05","Sí","Alta","","Correcto. Refuerza seguridad y trazabilidad. Apoya el principio de privilegio mínimo en arquitectura cloud.","43.0","32.38581500000004","[]"
"SIR-094","Todo tráfico entre componentes desplegados en la nube debe ser cifrado en tránsito utilizando TLS 1.2 o superior, incluyendo tráfico interno entre zonas o regiones.","ISO 27002:2022 8.4, NIST SC-12, HIPAA §164.312(e)(1)","Sí","Alta","","Correctamente formulado. Garantiza privacidad incluso en redes internas compartidas o virtualizadas.","43.0","31.57475750000002","[]"
"SIR-095","Debe activarse el logging centralizado de auditoría en servicios cloud (ej. AWS CloudTrail) y enviarse a un repositorio inmutable o sistema SIEM externo.","NIST AU-2, ISO 27002:2022 5.22, DISA STIG Cloud Logging","Sí","Alta","","Correcto y completo. Soporte esencial para trazabilidad y cumplimiento normativo en entornos cloud.","43.0","40.67554347826092","[]"
"SIR-096","Las imágenes de contenedor utilizadas deben provenir de repositorios de confianza y ser escaneadas automáticamente contra vulnerabilidades conocidas antes de su despliegue.","NIST SP 800-190 Control 2.1, CIS Docker Benchmark 5.1","Sí","Alta","","Muy bien alineado. Reduce riesgo en pipeline DevSecOps y mitiga fallos en cadena de suministro.","45.0","14.986685000000008","[]"
"SIR-097","Se deben minimizar los privilegios de contenedores evitando el uso de contenedores privilegiados ('privileged: true') y ejecutando como usuarios no root.","CIS Docker Benchmark 5.28, NIST SP 800-190 Control 3.1","Sí","Alta","","Correctamente definido. Aplica el principio de mínimo privilegio en entorno de ejecución.","43.0","23.31824000000002","[]"
"SIR-098","Todo acceso a la API Server de Kubernetes debe estar autenticado y autorizado estrictamente, registrando todas las operaciones en logs de auditoría.","DISA Kubernetes STIG K8S-1, NIST AC-17, ISO 27002:2022 5.16","Sí","Alta","","Correcto. Controla acceso administrativo, esencial en seguridad de clústeres.","43.0","0.2662849999999883","[]"
"SIR-099","Las políticas de red (Network Policies) deben ser aplicadas para restringir la comunicación entre pods solamente a lo necesario para el funcionamiento del sistema.","NIST SP 800-190 Control 5.2, CIS Kubernetes Benchmark 5.2","Sí","Alta","","Alineado correctamente. Minimiza riesgo lateral en Kubernetes. Bien justificado.","45.0","40.64472500000004","[]"
"SIR-100","Se debe habilitar y configurar correctamente mecanismos de aislamiento de namespaces, runtime security y controladores de admisión (Admission Controllers) en Kubernetes.","DISA Kubernetes STIG K8S-3, NIST SP 800-190 Control 6.2","Sí","Alta","","Fidelidad alta. Aísla despliegues inseguros y refuerza gobernanza en clústeres.","43.0","0.1861828571428994","[]"
"SIR-101","Se deben realizar copias de seguridad completas, automáticas y frecuentes de toda la ePHI, y estas deben almacenarse en medios inmutables (WORM) o con protección contra sobrescritura.","NIST SP 1800-25, ISO 27002:2022 8.13, HIPAA §164.308(a)(7)","Sí","Alta","","Excelente definición. Mejora resistencia ante ransomware y fallos operacionales.","41.0","32.48311000000001","[]"
"SIR-102","Los entornos de respaldo y almacenamiento de copias deben estar segmentados de la red principal de producción para evitar propagación lateral de malware.","NIST SC-7(8), ISO 27002:2022 8.9.5","Sí","Alta","","Correcto y coherente. Segregación física y lógica que mejora recuperación segura.","45.0","31.935816956521755","[]"
"SIR-103","Debe implementarse una solución de protección contra ransomware en endpoints, servidores y cargas cloud con detección basada en comportamiento (EDR).","NIST SI-4(1), ISO 27002:2022 8.7.4","Sí","Alta","","Correctamente formulado. Solución moderna y efectiva para protección activa.","43.0","32.38581500000004","[]"
"SIR-104","Debe configurarse una política de listas blancas de ejecución que limite los binarios y scripts permitidos en entornos clínicos sensibles.","NIST SI-7(7), DISA STIG APP3530","Sí","Alta","","Muy útil para reforzar seguridad en ejecución de código. Correctamente alineado.","45.0","28.337705000000025","[]"
"SIR-105","El sistema debe enviar alertas en tiempo real al detectar patrones compatibles con ataques de ransomware, como aumento anómalo de escrituras o cambios masivos en archivos.","NIST IR-5, ISO 27002:2022 5.22, OWASP A09:2021","Sí","Alta","","Alineado y bien redactado. Prevención activa de incidentes de alta severidad.","45.0","37.14504961538465","[]"
"SIR-106","El sistema debe limitar el número de cuentas con privilegios administrativos y definir roles separados para gestión, auditoría y operación clínica.","ISO 27002:2022 5.18, NIST AC-6, HIPAA §164.312(a)","Sí","Alta","","Cumple con los principios de separación de funciones y mínimo privilegio. Fidelidad alta, trazabilidad directa a controles ISO 27002 5.18 y NIST AC-6.","43.0","31.028925714285755","[]"
"SIR-107","Todo uso de cuentas con privilegios elevados debe ser registrado con auditoría detallada, incluyendo hora, acciones realizadas y motivo del acceso.","NIST AU-2, ISO 27002:2022 5.22, HIPAA §164.312(b)","Sí","Alta","","Requisito bien alineado con controles de auditoría y trazabilidad; aplica a accesos privilegiados como define NIST AU-2.","45.0","7.896868571428579","[]"
"SIR-108","El sistema debe permitir el uso de cuentas de emergencia ('break-glass') con acceso temporal y controlado, activadas solo bajo condiciones clínicas críticas.","HIPAA §164.312(a)(1), NIST AC-2(5), ISO 27002:2022 5.17.7","Sí","Alta","","Requisito justificado en situaciones de emergencia clínica. Fidelidad y completitud elevadas.","43.0","19.15045454545455","[]"
"SIR-109","Debe realizarse una revisión periódica (al menos trimestral) de las cuentas con privilegios administrativos para validar su necesidad, uso y vigencia.","NIST AC-2(3), ISO 27002:2022 5.20.3","Sí","Alta","","Adecuado a las prácticas de gobernanza de privilegios. Plazo trimestral no está normado, pero es práctica aceptada.","43.0","27.17358285714289","[]"
"SIR-110","Las credenciales de cuentas privilegiadas deben almacenarse y rotarse de forma automática mediante soluciones de gestión segura (Password Vaults).","NIST IA-5, ISO 27002:2022 8.3.5","Sí","Alta","","Requisito con alta trazabilidad a controles de gestión de credenciales; uso de Password Vault está bien justificado.","43.0","25.26095000000002","[]"
"SIR-111","El sistema debe garantizar que todo correo que contenga ePHI se transmita exclusivamente mediante canales cifrados (TLS 1.2 o superior).","HIPAA §164.312(e)(1), ISO 27002:2022 8.4.1, NIST SP 800-52","Sí","Alta","","Claramente justificado para cumplir con requisitos de seguridad en transmisión. Coincide con normativa HIPAA y NIST.","45.0","42.09936500000002","[]"
"SIR-112","Todo correo clínico debe estar protegido mediante mecanismos de autenticación de servidor como SPF, DKIM y políticas DMARC para prevenir spoofing.","NIST SP 800-45, ISO 27002:2022 8.11.4, CIS Controls v8 9.4","Sí","Alta","","Autenticación de origen de correo esencial para prevenir phishing. Trazabilidad clara a controles técnicos.","45.0","27.17358285714289","[]"
"SIR-113","El sistema debe permitir la detección y filtrado automático de correos con archivos adjuntos maliciosos o enlaces sospechosos.","ISO 27002:2022 8.7.3, NIST SI-3, HIPAA §164.308(a)(5)(ii)(B)","Sí","Alta","","Bien formulado y en línea con controles de defensa en profundidad ante malware por correo.","43.0","35.22810500000001","[]"
"SIR-114","Se debe proporcionar una alternativa segura para el intercambio de ePHI por correo mediante portales web con autenticación o cifrado punto a punto.","HIPAA §164.312(e)(1), ISO 27002:2022 8.4.4","Sí","Alta","","Propuesta coherente con HIPAA sobre transmisión segura. Complemento adecuado al uso de correo.","45.0","17.85543434782609","[]"
"SIR-115","Los logs de envío y recepción de correos clínicos relevantes deben ser auditables y conservarse durante al menos 6 meses.","NIST AU-11, ISO 27002:2022 5.22, HIPAA §164.312(b)","Sí","Alta","","Coincide con los requerimientos de retención mínima para trazabilidad de eventos de seguridad. Específico y aplicable.","43.0","52.62636500000005","[]"
"SIR-116","Las bases de datos que almacenen ePHI deben estar cifradas en reposo utilizando mecanismos de cifrado robustos (AES-256 o superior).","HIPAA §164.312(a)(2)(iv), ISO 27002:2022 8.10, NIST SC-12","Sí","Alta","","Requisito alineado con cifrado de datos en reposo como establece HIPAA, ISO y NIST. AES-256 está acorde a las buenas prácticas.","43.0","44.53014500000004","[]"
"SIR-117","El acceso a la base de datos debe estar restringido exclusivamente mediante usuarios autenticados y roles definidos, sin conexiones anónimas.","ISO 27002:2022 5.18, NIST AC-6, HIPAA §164.312(a)(1)","Sí","Alta","","Claramente alineado con principio de mínimo privilegio y control de acceso; evita conexiones anónimas.","45.0","24.289595000000038","[]"
"SIR-118","Todos los accesos y modificaciones a las bases de datos clínicas deben ser auditados con logs firmados o protegidos contra manipulación.","HIPAA §164.312(b), ISO 27002:2022 5.22, NIST AU-2","Sí","Alta","","Requisito bien formulado con controles precisos de auditoría y firma. Alineado con trazabilidad clínica exigida.","45.0","23.31824000000002","[]"
"SIR-119","Debe implementarse validación de integridad periódica sobre la base de datos clínica para detectar alteraciones o corrupción de registros.","ISO 27002:2022 8.16, NIST SI-7, HIPAA §164.312(c)(1)","Sí","Alta","","Correctamente vinculado a controles de integridad de la información. Justificación sólida.","43.0","25.26095000000002","[]"
"SIR-120","Las instancias de base de datos deben estar protegidas mediante firewalls o grupos de seguridad que bloqueen todo tráfico externo no autorizado.","ISO 27002:2022 5.14, NIST SC-7, CIS MySQL Benchmark","Sí","Alta","","Control esencial para segmentación de red y protección perimetral; adecuado para OpenEMR en nube o local.","43.0","26.026985000000003","[]"
"SIR-126","Toda comunicación basada en HL7 FHIR debe realizarse exclusivamente a través de HTTPS (TLS 1.2 o superior) con certificados válidos.","ISO 27002:2022 8.4.1, NIST SC-12, HIPAA §164.312(e)(1)","Sí","Alta","","Protección adecuada de ePHI en tránsito, en línea con requerimientos técnicos de HIPAA, NIST y TLS en APIs modernas.","43.0","42.09936500000002","[]"
"SIR-127","El acceso a recursos FHIR debe requerir tokens con scopes definidos (OAuth 2.0) que limiten el acceso a los recursos estrictamente necesarios.","NIST AC-17, ISO 27002:2022 5.18, SMART on FHIR","Sí","Alta","","Aplica control de acceso granular; concepto de 'scopes' es núcleo del modelo SMART on FHIR.","43.0","55.11239000000002","[]"
"SIR-128","Cada transacción FHIR debe registrarse en logs auditables incluyendo ID de recurso accedido, tiempo, usuario y aplicación origen.","ISO 27002:2022 5.22, NIST AU-2, HIPAA §164.312(b)","Sí","Alta","","Control clave para trazabilidad; las APIs deben auditar su uso según HIPAA y NIST.","43.0","35.22810500000001","[]"
"SIR-129","Los parámetros de entrada a las APIs FHIR deben validarse estrictamente contra el perfil FHIR esperado y tamaños límite.","OWASP API8:2023, ISO 27002:2022 8.12","Sí","Alta","","Evita ataques por malformación de input, inyecciones o DoS. Bien alineado con OWASP.","45.0","50.82796052631583","[]"
"SIR-130","El sistema debe implementar limitación de tasas de acceso (rate limiting) por aplicación y usuario para endpoints FHIR.","OWASP API4:2023, NIST SC-5","Sí","Alta","","Práctica de defensa ante abuso de APIs. Control técnico válido y útil para OpenEMR interoperable.","43.0","53.219705","[]"
"SIR-131","Toda estación clínica o terminal físico que acceda a OpenEMR debe requerir autenticación individual del usuario mediante credenciales seguras.","HIPAA §164.310(a)(1), ISO 27002:2022 5.17.2, NIST AC-7","Sí","Alta","","Obliga al uso responsable de estaciones. Control físico+lógico conforme con HIPAA.","43.0","12.477444736842134","[]"
"SIR-132","Las estaciones clínicas deben bloquearse automáticamente tras un periodo definido de inactividad para prevenir el acceso no autorizado.","HIPAA §164.312(a)(2)(iii), ISO 27002:2022 5.17.6, DISA STIG","Sí","Alta","","Implementa control de sesión inactiva, esencial para entornos físicos compartidos.","43.0","21.73440500000002","[]"
"SIR-133","Las estaciones clínicas deben contar con mecanismos de protección antimanipulación física como anclajes, cierre de puertos no autorizados y ubicación segura.","ISO 27002:2022 7.3, HIPAA §164.310(a)(2)(iii), NIST PE-3","Sí","Alta","","Cubre protección física y manipulación directa de dispositivos. Bien formulado.","45.0","15.607554285714286","[]"
"SIR-134","Debe instalarse software de gestión de endpoints (MDM/EDR) en todas las estaciones clínicas para control remoto, actualizaciones, borrado o rastreo.","ISO 27002:2022 8.6.3, NIST CM-7, HIPAA §164.310(d)(1)","Sí","Alta","","Requisito estratégico para control de dispositivos y respuesta ante incidentes.","45.0","28.337705000000025","[]"
"SIR-135","Los dispositivos clínicos portátiles deben contar con cifrado completo de disco activado para prevenir pérdida o acceso a ePHI en caso de extravío.","HIPAA §164.312(a)(2)(iv), ISO 27002:2022 8.10.3, NIST MP-5","Sí","Alta","","Fundamental para movilidad clínica segura; alineado con requisitos de protección en reposo.","45.0","31.935816956521755","[]"
"SIR-136","Toda firma electrónica clínica debe estar asociada a una identidad verificada del firmante mediante un mecanismo de autenticación fuerte.","ISO 27002:2022 8.5.3, NIST IA-2, HIPAA §164.312(a)(1)","Sí","Alta","","Requisito sólido que garantiza no repudio y autenticidad. Claramente trazable a los controles de autenticación fuerte.","45.0","0.0","[]"
"SIR-137","Los documentos clínicos firmados deben contar con un mecanismo de validación criptográfica que garantice su integridad y detecte cualquier modificación posterior.","ISO 27002:2022 8.3.5, HIPAA §164.312(c)(1)","Sí","Alta","","Permite validación legal y técnica, evitando manipulaciones post-firma. Completamente trazable.","43.0","11.752211428571446","[]"
"SIR-138","Las firmas electrónicas deben registrar la fecha, hora, usuario firmante y contexto clínico en el que se generaron.","ISO 27002:2022 5.22, HIPAA §164.312(b), NIST AU-2","Sí","Alta","","Control esencial de trazabilidad en auditorías. Claramente alineado con normativas.","45.0","57.71760500000001","[]"
"SIR-139","Las firmas electrónicas clínicas deben estar protegidas contra reutilización o replicación en otros registros.","ISO 27002:2022 8.5.3, NIST SP 800-63B","Sí","Alta","","Requisito avanzado para protección de unicidad y evitar replay attacks. Muy preciso.","43.0","35.900739285714295","[]"
"SIR-140","Debe permitirse la validación de firmas electrónicas incluso fuera del sistema OpenEMR, mediante verificación externa (p. ej., certificados públicos).","ISO 27002:2022 8.5.3, NIST SA-4(7)","Sí","Alta","","Clave para interoperabilidad legal. Bien formulado y normativamente sólido.","43.0","0.5394736842105203","[]"
"SIR-141","Se debe realizar una evaluación periódica de riesgos de seguridad sobre todos los activos que procesan o almacenan ePHI, al menos una vez al año o ante cambios significativos.","ISO 27002:2022 5.28, NIST RA-3, HIPAA §164.308(a)(1)(ii)(A)","Sí","Alta","","Práctica esencial de gestión de riesgos. Cubre cumplimiento con múltiples marcos regulatorios.","43.0","35.090000000000025","[]"
"SIR-142","Debe llevarse a cabo un Privacy Impact Assessment (PIA) ante cualquier nuevo tratamiento, módulo o integración que implique acceso a datos clínicos identificables.","ISO 27002:2022 8.11.1, NIST PM-9, Canada Health Infoway Req. 16","Sí","Alta","","PIA está normado internacionalmente como medida clave de privacidad. Alta trazabilidad y coherencia.","43.0","17.85543434782609","[]"
"SIR-143","El sistema debe contar con una metodología definida para priorizar los riesgos detectados en función del impacto en la ePHI y la probabilidad de ocurrencia.","ISO 27005, NIST RA-2, HIPAA §164.308(a)(1)","Sí","Alta","","Refleja una práctica madura de gestión de riesgos. Coherente y alineado con metodologías aceptadas.","45.0","42.10223600000001","[]"
"SIR-144","La evaluación de riesgos debe actualizarse automáticamente o manualmente tras cualquier incidente de seguridad o hallazgo relevante.","ISO 27002:2022 5.28.2, NIST RA-4","Sí","Alta","","Trazabilidad normativa sólida; garantiza adaptación dinámica ante amenazas.","43.0","22.44117764705885","[]"
"SIR-145","Debe mantenerse evidencia documental de todas las evaluaciones de riesgos y decisiones asociadas durante al menos 5 años para fines de cumplimiento.","HIPAA §164.316(b), ISO 27002:2022 5.28.3","Sí","Alta","","Criterio de retención coherente con cumplimiento HIPAA. Buena práctica para trazabilidad histórica.","45.0","22.346885000000007","[]"
"SIR-146","Las áreas físicas donde se alojan servidores que contienen ePHI deben contar con control de acceso físico mediante autenticación multifactor o credenciales biométricas.","HIPAA §164.310(a)(1), ISO 27002:2022 7.4.1, NIST PE-3","Sí","Alta","","Alineado con controles de acceso físico robustos exigidos para infraestructuras críticas con ePHI.","45.0","24.895625652173923","[]"
"SIR-147","Las áreas sensibles deben contar con videovigilancia activa (CCTV) y grabación continua, conservada por al menos 30 días.","ISO 27002:2022 7.5.5, HIPAA §164.310(b)","Sí","Alta","","Aplica medida física y disuasiva para detectar accesos indebidos. Correctamente referenciado.","43.0","35.22810500000001","[]"
"SIR-148","Las instalaciones donde se operan sistemas clínicos deben tener sensores de intrusión, incendios, humedad y temperatura conectados a una central de alertas.","ISO 27002:2022 7.9.1, NIST PE-6","Sí","Alta","","Requisito robusto, adecuado para mantener la integridad y disponibilidad de ePHI frente a condiciones físicas adversas.","43.0","29.707085000000003","[]"
"SIR-149","Debe aplicarse un registro obligatorio de visitantes a zonas restringidas físicas, incluyendo identificación, fecha, hora y motivo del acceso.","ISO 27002:2022 7.4.3, HIPAA §164.310(a)(2)(iii), NIST PE-8","Sí","Alta","","Fundamental para trazabilidad y control de acceso físico. Alineado con estándares.","45.0","20.999781578947385","[]"
"SIR-150","Se debe proteger contra accesos externos no vigilados mediante barreras físicas perimetrales, puertas controladas electrónicamente y vigilancia continua.","ISO 27002:2022 7.1.2, NIST PE-2","Sí","Alta","","Clave para prevenir accesos físicos externos. Claramente alineado con medidas perimetrales.","45.0","0.0","[]"
"SIR-151","Todo sistema heredado o sin soporte activo que procese o acceda a ePHI debe estar segmentado en una red aislada sin conectividad directa con internet o entornos sensibles.","ISO 27002:2022 5.34, NIST SC-7, HIPAA §164.312(a)(1)","Sí","Alta","","Requisito crítico de contención de riesgo en sistemas legados. Correctamente especificado.","43.0","25.19327642857146","[]"
"SIR-152","Se debe mantener monitoreo específico sobre los sistemas legados, incluyendo alertas ante patrones anómalos de tráfico, acceso o integridad de datos.","NIST SI-4, ISO 27002:2022 5.34.2, 5.22","Sí","Alta","","Práctica compensatoria ante falta de parches o soporte. Alta fidelidad y aplicabilidad.","41.0","11.752211428571446","[]"
"SIR-153","No se deben introducir nuevos datos clínicos sensibles en sistemas heredados sin soporte salvo que existan controles compensatorios documentados y activos.","ISO 27002:2022 5.34.1, NIST SA-10","Sí","Alta","","Medida precautoria para evitar incremento de riesgos. Coherente con prácticas de contención.","45.0","27.17358285714289","[]"
"SIR-154","Todo acceso a sistemas legados debe registrarse con logs auditables, firmados o almacenados en sistemas externos de forma inmutable.","ISO 27002:2022 5.34.3, NIST AU-2, HIPAA §164.312(b)","Sí","Alta","","Medida crítica para trazabilidad en sistemas con deficiencias de seguridad. Claramente normativo.","45.0","20.999781578947385","[]"
"SIR-155","La continuidad del uso de sistemas legados debe estar justificada documentalmente con un análisis de riesgo y plan de migración progresivo.","ISO 27002:2022 5.34.4, NIST PM-9","Sí","Alta","","Correctamente alineado con enfoque de ciclo de vida de activos. Fidelidad alta.","45.0","34.88426857142859","[]"
