"ID","Requisito generado","Artículo/Fuente","¿Extraído correctamente?","Nivel de fidelidad","Tipo de error (si aplica)","Justificación/Comentarios","Porcentaje de calidad","legibility_score","ambiguous_terms"
"SEC-CAT-LMF-001","Implement comprehensive security management to ensure ePHI confidentiality, integrity, and availability; include system activity review.","HIPAA §164.308(a)(1)(ii)(D), ISO/IEC 27002:2022 5.10","Sí","Alta","","Gestión integral conforme a los requisitos de salvaguarda administrativa de HIPAA.","36.35","-23.271999999999963","[]"
"SEC-CAT-LMF-002","Implement comprehensive security management process for ePHI (repetido de LMF-001).","HIPAA §164.308(a)(1)(ii)(D), ISO/IEC 27002:2022 5.10","Sí","Alta","Redundante","Duplicado exacto de LMF-001. Se recomienda consolidar.","32.35","-23.271999999999963","[]"
"SEC-CAT-LMF-003","Application must support audit reduction for incident investigations.","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Facilita análisis forense eficaz post incidente.","43.0","10.089447500000034","[]"
"SEC-CAT-LMF-004","Audit successful/unsuccessful privilege grant attempts.","NIST SP 800-53 AU-2, ISO/IEC 27002:2022 5.10","Sí","Alta","","Auditoría esencial para trazabilidad de cambios de privilegios.","41.0","18.633356923076946","[]"
"SEC-CAT-LMF-005","Audit successful/unsuccessful attempts to modify privileges and classifications.","NIST SP 800-53 AU-2, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite seguimiento de cambios críticos en seguridad y acceso.","41.0","0.0","[]"
"SEC-CAT-LMF-006","Audit successful/failed privilege or object deletions.","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Eliminación de objetos sensibles debe ser registrada rigurosamente.","41.0","0.0","[]"
"SEC-CAT-LMF-007","Audit privileged actions and all access attempts.","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Incluye actividades privilegiadas y acceso directo al sistema.","41.0","10.990000000000007","[]"
"SEC-CAT-LMF-008","Log access and modification of protected data elements.","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Auditoría centrada en ePHI, soporta cumplimiento HIPAA.","41.0","20.825640887096803","[]"
"SEC-CAT-LMF-009","Audit privileged function executions with timestamp.","NIST SP 800-53 AU-12(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Funciones privilegiadas deben quedar registradas para análisis.","43.0","44.19637026315792","[]"
"SEC-CAT-LMF-010","Log actions affecting PHI including access, update, consent, blocked data.","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Control detallado de eventos críticos sobre ePHI.","43.0","42.66866037500002","[]"
"SEC-CAT-LMF-011","Log user session start/end and session events.","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite reconstruir la cronología del uso del sistema.","43.0","38.91838709677421","[]"
"SEC-CAT-LMF-012","Start logging application events at application start.","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Crítico para que no se pierdan eventos de inicio.","43.0","31.57475750000002","[]"
"SEC-CAT-LMF-013","Log application closing events in event records.","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Cierre controlado garantiza fin correcto del seguimiento de sesión.","43.0","30.60340250000003","[]"
"SEC-CAT-LMF-014","Generate audit records for successful/failed login attempts.","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Control básico para detección de accesos indebidos.","41.0","37.31694153846156","[]"
"SEC-CAT-LMF-015","Audit records must include comprehensive contextual metadata for forensic traceability.","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Detallado y en línea con buenas prácticas de trazabilidad.","43.0","38.66332539237672","[]"
"SEC-CAT-LMF-016","Back up audit records every 7 days to separate system.","NIST SP 800-53 AU-9(2), ISO/IEC 27002:2022 5.12","Sí","Alta","","Protección de registros frente a corrupción o pérdida local.","43.0","47.39157500000002","[]"
"SEC-CAT-LMF-017","Maintain audit records for legally mandated period (7–75 years).","HIPAA §164.316(b)(2)(i), ISO/IEC 27002:2022 5.33","Sí","Alta","","Cobertura del ciclo de vida completo de registros clínicos.","43.0","35.721622075471714","[]"
"SEC-CAT-LMF-018","Protect audit tools from unauthorized access or tampering.","NIST SP 800-53 AU-9, ISO/IEC 27002:2022 5.12","Sí","Alta","","La protección de los mecanismos de auditoría es esencial.","43.0","12.233603461538491","[]"
"SEC-CAT-LMF-019","Control elimination, replication, and access to audit records.","NIST SP 800-53 AU-9, ISO/IEC 27002:2022 5.12","Sí","Alta","","Minimiza riesgo de manipulación o eliminación maliciosa.","43.0","0.0","[]"
"SEC-CAT-LMF-020","Transfer audit records to a central repository.","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Consolidación centralizada facilita análisis y preservación.","43.0","20.488710000000008","[]"
"SEC-CAT-LMF-021","Allow centralized review and filtering of audit logs.","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite eficiencia en auditorías e investigaciones.","43.0","20.999781578947385","[]"
"SEC-CAT-LMF-022","Admins must be notified automatically of updates/security alerts.","ISO/IEC 27002:2022 5.30","Sí","Alta","","Garantiza respuesta rápida ante vulnerabilidades emergentes.","43.0","10.121210000000056","[]"
"SEC-CAT-LMF-023","Generate audit records for concurrent sessions from different workstations.","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Detección temprana de comportamiento sospechoso o uso compartido de cuentas.","43.0","29.146370000000022","[]"
"SEC-CAT-LMF-024","EHRI must track and report access to patient records with detailed user and event tracing.","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite trazabilidad completa de accesos a ePHI por usuario y paciente.","43.0","48.415565000000015","[]"
"SEC-CAT-LMF-025","Notify admin and audit configuration changes.","NIST SP 800-53 AU-12(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Configurar trazabilidad de cambios para evitar alteraciones no autorizadas.","43.0","0.0","[]"
"SEC-CAT-LMF-026","Notify admin and ISSO of account activation.","ISO/IEC 27002:2022 5.18","Sí","Alta","","Transparencia en acciones críticas de gestión de cuentas.","41.0","10.489654999999992","[]"
"SEC-CAT-LMF-027","Notify admin and ISSO of account deactivation.","ISO/IEC 27002:2022 5.18","Sí","Alta","","Evita desactivaciones no autorizadas sin supervisión.","41.0","8.240704999999998","[]"
"SEC-CAT-LMF-028","Notify admin and ISSO when accounts are created.","ISO/IEC 27002:2022 5.18","Sí","Alta","","Control estricto de creación de nuevas cuentas de usuario.","41.0","3.742805000000009","[]"
"SEC-CAT-LMF-029","Notify admin and ISSO of account deletions.","ISO/IEC 27002:2022 5.18","Sí","Alta","","Evita eliminación silenciosa de cuentas que afecten trazabilidad.","41.0","0.0","[]"
"SEC-CAT-LMF-030","Notify admin and ISSO of account modifications.","ISO/IEC 27002:2022 5.18","Sí","Alta","","Mantiene trazabilidad de cambios sobre privilegios o atributos de cuentas.","41.0","2.8743275000000104","[]"
"SEC-CAT-LMF-031","Analyze audit logs to identify users accessing/modifying patient records.","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite investigaciones retrospectivas efectivas.","41.0","21.5753957692308","[]"
"SEC-CAT-LMF-032","Alert ISSO and SA on audit processing failure.","NIST SP 800-53 AU-5, ISO/IEC 27002:2022 5.10","Sí","Alta","","Fallas en auditoría deben ser notificadas inmediatamente.","43.0","34.409870000000026","[]"
"SEC-CAT-SRF-001","Protect against SSRF with network and application controls.","OWASP Top 10 2021 A10, CWE-918","Sí","Alta","","Previene explotación de servicios internos por SSRF.","43.0","0.0","[]"
