"ID","Requisito generado","Artículo/Fuente","¿Extraído correctamente?","Nivel de fidelidad","Tipo de error (si aplica)","Justificación/Comentarios","Porcentaje de calidad","legibility_score","ambiguous_terms"
"SEC-CAT-IAF-016","La aplicación no debería mostrar identificadores del sistema o de la aplicación hasta que el proceso de inicio de sesión se haya completado con éxito. ","NIST SP 800-53 AC-8, ISO/IEC 27002:2022 8.9","Sí","Alta","","Limita exposición temprana de información técnica al atacante.","53.75","48.579212000000034","[]"
"SEC-CAT-IAF-017","La aplicación no debe permitir que las contraseñas se transmitan en texto claro en una red, siguiendo la sección 9.4.2 J) de procedimientos de inicio de sesión seguro. ","ISO/IEC 27002:2022 8.27, OWASP A02:2021","Sí","Alta","","Protección esencial contra sniffing y MITM.","53.75","61.92430357142857","['seguro']"
"SEC-CAT-IAF-018","Durante los procedimientos de inicio de sesión, la aplicación no debería mostrar la contraseña que se está introduciendo. ","ISO/IEC 27002:2022 8.27","Sí","Alta","","Buena práctica de interfaz para protección visual de credenciales.","53.75","48.72180500000001","[]"
"SEC-CAT-IAF-019","La aplicación debe prohibir la reutilización de contraseñas durante un mínimo de cinco generaciones. ","NIST SP 800-63B §5.1.1.2, ISO/IEC 27002:2022 8.27","Sí","Alta","","Control común para mejorar la higiene de contraseñas.","51.25","41.68375357142859","[]"
"SEC-CAT-IAF-020","La aplicación debe permitir el uso de una contraseña temporal para la sesión en el sistema, con un cambio inmediato a una contraseña permanente. ","ISO/IEC 27002:2022 8.2, NIST SP 800-63B §5.1.1.2","Sí","Alta","","Contraseña temporal forzada a cambio inmediato reduce riesgo de divulgación inicial.","53.75","40.64472500000004","[]"
"SEC-CAT-IAF-021","La aplicación debe, cuando se complete un inicio de sesión con éxito, mostrar la siguiente información: 1. Fecha y hora del último inicio de sesión con éxito. 2. Detalles de cualquier inicio de sesión e intentos de inicio de sesión desde la última sesión correcta. ","ISO/IEC 27002:2022 5.18, NIST SP 800-53 AC-9","Sí","Alta","","Información de auditoría útil para detección de accesos no autorizados.","53.75","63.33041000000002","[]"
"SEC-CAT-IAF-022","La aplicación debe aplicar una política de vida mínima de la contraseña de 24 horas/1 día. ","NIST SP 800-53 IA-5(1), ISO/IEC 27002:2022 8.2","Sí","Alta","","Evita cambios frecuentes de contraseñas para eludir restricciones de historia.","53.75","68.656115","[]"
"SEC-CAT-IAF-023","La aplicación debe aplicar una restricción de contraseña máxima de 60 días. ","NIST SP 800-63B (aunque se desaconseja cambios periódicos forzados), ISO/IEC 27002:2022 8.2","Sí","Media","","Aunque hoy se desaconseja en algunos marcos, aún es práctica en muchos entornos regulados.","47.5","65.79468500000002","[]"
"SEC-CAT-IAF-024","La aplicación debe garantizar que el cambio de contraseña requiera el cambio de al menos ocho caracteres. ","NIST SP 800-63B §5.1.1.2 (parcial), ISO/IEC 27002:2022 8.2","Parcial","Media","Parcial","No está explícito en la normativa que se requieran 8 cambios exactos. Conviene reformular.","40.0","65.30351882352943","[]"
"SEC-CAT-IAF-025","La aplicación debe cumplir las siguientes políticas de complejidad de contraseñas: o Exigir al menos un carácter especial. o Aplicar una longitud mínima de contraseña de 15 caracteres. o Exigir al menos un carácter en mayúscula. o Exigir al menos un carácter en minúscula. o Imponer la complejidad de la contraseña exigiendo al menos un carácter numérico. ","ISO/IEC 27002:2022 8.2, NIST SP 800-63B §5.1.1.2","Sí","Alta","","Complejidad fuerte, aunque NIST recomienda más bien frases largas que complejidad arbitraria.","56.25","62.47142694736844","[]"
"SEC-CAT-IAF-026","La aplicación debe impedir que los usuarios, excepto el administrador o el usuario asociado a la contraseña, realicen cambios de contraseña. ","ISO/IEC 27002:2022 5.17","Sí","Alta","","Evita cambios indebidos de credenciales. Práctica esencial de control.","53.75","42.5949542857143","[]"
"SEC-CAT-IAF-027","No envíe ni implemente credenciales predeterminadas especialmente para administradores ","OWASP A07:2021, ISO/IEC 27002:2022 8.2","Sí","Alta","","Credenciales predeterminadas son vector común de ataque inicial.","53.75","0.0","[]"
"SEC-CAT-IAF-028","La aplicación debe limitar a tres el número de sesiones concurrentes para cada cuenta. ","NIST SP 800-53 AC-10, ISO/IEC 27002:2022 8.30","Sí","Alta","","Limita exposición y compartición indebida de cuentas.","53.75","59.03279642857145","[]"
"SEC-CAT-IAF-029","La aplicación debe limitar a tres el número de sesiones concurrentes para cada cuenta. ","NIST SP 800-53 AC-10, ISO/IEC 27002:2022 8.30","Sí","Alta","Redundante","Redundante con IAF-028. Consolidar en una sola especificación.","46.25","59.03279642857145","[]"
"SEC-CAT-IAF-030","La aplicación EHRI debe restringir la duración de las conexiones a los servicios de aplicación para proporcionar seguridad adicional en el acceso a dichas aplicaciones. ","NIST SP 800-53 AC-12, ISO/IEC 27002:2022 8.30","Sí","Alta","","Control de duración de sesión evita sesiones innecesariamente prolongadas y riesgos asociados.","53.75","45.34072400000002","[]"
"SEC-CAT-IAF-031","La aplicación debe implementar procedimientos electrónicos que finalicen automáticamente una sesión electrónica tras un periodo de inactividad predeterminado. ","HIPAA §164.312(b), NIST SP 800-53 AC-12, ISO/IEC 27002:2022 8.30","Sí","Alta","","Inactividad prolongada debe conllevar cierre automático por seguridad.","53.75","0.0","[]"
"SEC-CAT-IAF-032","La aplicación debe finalizar automáticamente la sesión del usuario administrador y cerrar la sesión del administrador una vez transcurrido un periodo de inactividad de 10 minutos. ","NIST SP 800-53 AC-12(1), ISO/IEC 27002:2022 8.30","Sí","Alta","","Sesiones privilegiadas requieren políticas más estrictas de inactividad.","53.75","30.91718807692311","[]"
"SEC-CAT-IAF-033","La aplicación debe finalizar automáticamente la sesión de usuario sin privilegios y cerrar la sesión de los usuarios sin privilegios una vez transcurrido un periodo de inactividad de 15 minutos. ","NIST SP 800-53 AC-12, ISO/IEC 27002:2022 8.30","Sí","Alta","","Periodo estándar para sesiones de usuario regular.","53.75","28.069745000000022","[]"
"SEC-CAT-IAF-034","La aplicación debe finalizar automáticamente la sesión de usuario sin privilegios y cerrar la sesión de usuarios sin privilegios una vez transcurrido un periodo de inactividad de 15 minutos. ","NIST SP 800-53 AC-12, ISO/IEC 27002:2022 8.30","Sí","Alta","Redundante","Repetido respecto a IAF-033. Consolidar.","48.75","26.714600000000026","[]"
"SEC-CAT-IAF-035","La aplicación debe garantizar que, al final de una sesión, se cierren todas las conexiones de red vinculadas a esa sesión y se destruyan el identificador de sesión y los datos de las cookies. ","OWASP A07:2021, NIST SP 800-53 SC-23, ISO/IEC 27002:2022 8.30","Sí","Alta","","Finalización segura de sesión es esencial para proteger datos persistentes.","53.75","55.93420735294121","[]"
"SEC-CAT-IAF-036","La aplicación debe ser capaz de revocar a tiempo los privilegios de acceso del usuario, lo que implica impedir inmediatamente que el usuario acceda al sistema una vez revocados sus privilegios. ","HIPAA §164.308(a)(3)(ii)(C), NIST SP 800-53 AC-2(5), ISO/IEC 27002:2022 5.18","Sí","Alta","","Revocación inmediata es crítica tras desvinculación o compromisos.","53.75","26.66310935483873","[]"
"SEC-CAT-IAF-037","La aplicación debe finalizar las sesiones de usuario existentes eliminando una cuenta. Configure la aplicación para cerrar las sesiones de usuario cuyas cuentas se hayan eliminado. ","NIST SP 800-53 AC-2(3), ISO/IEC 27002:2022 5.18","Sí","Alta","","Evita que sesiones activas queden huérfanas tras eliminación.","53.75","49.77266461538465","[]"
"SEC-CAT-IAF-038","La aplicación debe eliminar o desactivar automáticamente las cuentas de usuario temporales 72 horas después de su creación. Configure las cuentas temporales para que se eliminen o desactiven automáticamente después de 72 horas de su creación. ","NIST SP 800-53 AC-2(2), ISO/IEC 27002:2022 5.18","Sí","Alta","","Gestión de cuentas temporales reduce exposición innecesaria.","53.75","39.72600500000001","[]"
"SEC-CAT-IAF-039","La aplicación debe desactivar automáticamente las cuentas de usuario después de un período de inactividad de 35 días. ","NIST SP 800-53 AC-2(3), ISO/IEC 27002:2022 5.18","Sí","Alta","","Recomendado para gestión segura de cuentas inactivas.","53.75","48.72180500000001","[]"
"SEC-CAT-SDF-001","La aplicación debe adquirir componentes únicamente de fuentes oficiales a través de enlaces seguros. Se debe dar preferencia a los paquetes firmados para reducir la posibilidad de incluir un componente modificado o malicioso. ","NIST SP 800-218, ISO/IEC 27002:2022 8.25","Sí","Alta","","Reduce riesgo de inclusión de software malicioso desde fuentes no confiables.","53.75","32.59613750000001","[]"
"SEC-CAT-SDF-002","La aplicación debe incorporar una herramienta de seguridad de la cadena de suministro de software para verificar que los componentes no contengan vulnerabilidades conocidas. ","NIST SP 800-218, ISO/IEC 27002:2022 8.25","Sí","Alta","","Automatiza la verificación continua del estado de seguridad de dependencias.","53.75","10.283900000000044","[]"
"SEC-CAT-SDF-003","La aplicación debe contar con un proceso para revisar el código y los cambios de configuración a fin de minimizar la posibilidad de introducción de código malicioso o de configuración en el flujo de trabajo del software ","NIST SP 800-218, ISO/IEC 27002:2022 8.29","Sí","Alta","","Previene introducción inadvertida o maliciosa en fases CI/CD.","53.75","23.09373297297299","[]"
"SEC-CAT-SDF-004","La aplicación debe garantizar que su canal de integración continua/implementación continua (CI/CD) cuente con la segregación configuración segura y control de acceso adecuados para garantizar la integridad del código que fluye a través de los procesos de construcción e implementación ","NIST SP 800-218, ISO/IEC 27002:2022 8.29","Sí","Alta","","Asegura la integridad del entorno de desarrollo y despliegue.","53.75","6.886550000000006","['segura']"
"SEC-CAT-SDF-005","La aplicación debe garantizar que los datos serializados no firmados ni cifrados no se envíen a clientes no confiables sin verificación de integridad o firma digital para detectar manipulaciones o reproducciones de los datos serializados ","NIST SP 800-53 SC-12, ISO/IEC 27002:2022 10.1","Sí","Alta","","Evita la manipulación o reproducción maliciosa de datos serializados.","53.75","7.40606428571432","[]"
"SEC-CAT-SDF-006","La aplicación debe poder mostrar el contenido previo de un registro en cualquier momento así como los detalles asociados de quién ingresó aceptó o modificó los datos y en qué momento ","HIPAA §164.312(b), ISO/IEC 27002:2022 8.15","Sí","Alta","","Apoya trazabilidad e integridad mediante registros detallados de auditoría.","53.75","50.16826419354842","[]"
"SEC-CAT-SDF-007","La aplicación debe implementar políticas y procedimientos para proteger la información electrónica de salud protegida (EPHI) contra alteraciones o destrucciones indebidas ","HIPAA §164.312(c)(1), ISO/IEC 27002:2022 8.14","Sí","Alta","","Esencial para mantener la integridad y trazabilidad de ePHI.","53.75","7.896868571428579","[]"
"SEC-CAT-LMF-001","La aplicación debe implementar un proceso integral de gestión de seguridad para garantizar el no repudio la confidencialidad la integridad y la disponibilidad de toda la información electrónica de salud protegida (EPHI) creada recibida mantenida o transmitida. Este proceso debe incluir la revisión periódica de los registros de actividad del sistema como registros de auditoría informes de acceso e informes de monitoreo de seguridad ","HIPAA §164.308(a)(1)(ii)(D), ISO/IEC 27002:2022 5.10","Sí","Alta","","Gestión integral conforme a los requisitos de salvaguarda administrativa de HIPAA.","53.75","11.368300625000025","[]"
"SEC-CAT-LMF-002","La aplicación debe implementar un proceso integral de gestión de seguridad para garantizar el no repudio la confidencialidad la integridad y la disponibilidad de toda la información electrónica de salud protegida (EPHI) creada recibida mantenida o transmitida. Este proceso debe incluir la revisión periódica de los registros de actividad del sistema como registros de auditoría informes de acceso e informes de monitoreo de seguridad ","HIPAA §164.308(a)(1)(ii)(D), ISO/IEC 27002:2022 5.10","Sí","Alta","Redundante","Duplicado exacto de LMF-001. Se recomienda consolidar.","48.75","11.368300625000025","[]"
"SEC-CAT-LMF-003","La aplicación debe tener una capacidad de reducción de auditorías que facilite la investigación tras incidentes de seguridad. La aplicación debe estar configurada para ofrecer una capacidad de reducción de auditorías que facilite las investigaciones forenses ","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Facilita análisis forense eficaz post incidente.","53.75","21.73440500000002","[]"
"SEC-CAT-LMF-004","La aplicación debe generar registros de auditoría cuando se realizan intentos exitosos o fallidos de otorgar privilegios. Configure la aplicación para auditar los intentos exitosos y fallidos de otorgar privilegios ","NIST SP 800-53 AU-2, ISO/IEC 27002:2022 5.10","Sí","Alta","","Auditoría esencial para trazabilidad de cambios de privilegios.","53.75","18.351410000000023","[]"
"SEC-CAT-LMF-005","La aplicación debe generar registros de auditoría para los intentos exitosos y fallidos de modificar privilegios niveles de seguridad y categorías de información ","NIST SP 800-53 AU-2, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite seguimiento de cambios críticos en seguridad y acceso.","53.75","14.335338695652188","[]"
"SEC-CAT-LMF-006","La aplicación debe generar registros de auditoría para los intentos exitosos y fallidos de eliminación de privilegios niveles de seguridad objetos de seguridad de la base de datos y categorías de información ","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Eliminación de objetos sensibles debe ser registrada rigurosamente.","53.75","20.223541250000032","[]"
"SEC-CAT-LMF-007","La aplicación debe generar registros de auditoría para actividades privilegiadas accesos a nivel de sistema accesos exitosos/no exitosos a objetos y todos los accesos directos al sistema de información. Se debe configurar la aplicación en los tickets de registro correspondientes a cada tipo de actividad mencionada ","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Incluye actividades privilegiadas y acceso directo al sistema.","53.75","16.09538652173915","[]"
"SEC-CAT-LMF-008","La aplicación debe registrar las acciones de los usuarios relacionadas con el acceso y los cambios de datos. Esto incluye la identificación de elementos de datos específicos que requieren protección y la auditoría de todos los accesos y modificaciones de datos ","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Auditoría centrada en ePHI, soporta cumplimiento HIPAA.","53.75","41.57610774390245","[]"
"SEC-CAT-LMF-009","La aplicación debe auditar la ejecución de funciones privilegiadas. Configure la aplicación para registrar las entradas de registro cuando se ejecutan funciones privilegiadas. Asegúrese como mínimo de que se registre la acción específica realizada en la fecha y hora del evento ","NIST SP 800-53 AU-12(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Funciones privilegiadas deben quedar registradas para análisis.","53.75","38.34026121951221","[]"
"SEC-CAT-LMF-010","La aplicación debe generar registros de auditoría seguros cada vez que un usuario: 1. Acceda cree o actualice la información personal de salud (PHI) de un paciente/persona a través de la aplicación; 2. Cancele las directivas de consentimiento de un paciente/persona a través de la aplicación; 3. Acceda a través de la aplicación a datos bloqueados o enmascarados por instrucción de un paciente/persona; 4. Acceda cree o actualice los datos de registro del usuario en la aplicación ","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Control detallado de eventos críticos sobre ePHI.","53.75","49.78697085714288","[]"
"SEC-CAT-LMF-011","La aplicación debe generar registros de auditoría que muestren el inicio y el final del acceso del usuario al sistema así como los eventos relacionados con el inicio el cierre y la duración de las sesiones ","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite reconstruir la cronología del uso del sistema.","53.75","51.47796500000002","[]"
"SEC-CAT-LMF-012","La aplicación debe iniciar la auditoría de las sesiones al inicio. Configure la aplicación para que comience a registrar los eventos de la aplicación en cuanto se inicie ","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Crítico para que no se pierdan eventos de inicio.","53.75","64.81581071428573","[]"
"SEC-CAT-LMF-013","La aplicación debe registrar los eventos de cierre de la aplicación. Configure la aplicación o el servidor de aplicaciones para que registre los eventos de cierre de la aplicación en los registros de eventos ","NIST SP 800-53 AU-12, ISO/IEC 27002:2022 5.10","Sí","Alta","","Cierre controlado garantiza fin correcto del seguimiento de sesión.","53.75","67.68476000000001","[]"
"SEC-CAT-LMF-014","La aplicación debe generar registros de auditoría cuando se produzcan intentos de inicio de sesión ya sean exitosos o fallidos ","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Control básico para detección de accesos indebidos.","53.75","44.53014500000004","[]"
"SEC-CAT-LMF-015","La aplicación debe garantizar que los registros de auditoría contengan información que establezca lo siguiente: 1. Cuando se utiliza el registro centralizado; la aplicación debe incluir un identificador único para distinguirse de otros registros de aplicaciones. 2. Qué tipo de evento ocurrió; 3. La función realizada por el usuario que accede; 4. Cuándo ocurrió el evento con una marca de marca de tiempo que cumple con una granularidad de un segundo para un grado mínimo de precisión. 5. Dónde ocurrió el evento; 6. La organización del usuario que accede (al menos en aquellos casos en que una persona accede a la información en nombre de más de una organización); 7. Origen del evento que establece la identidad de cualquier persona o proceso asociado con el evento; 8. Direcciones de red y protocolos; 9. Direcciones IP de destino; 10. Identidad o ubicación del dispositivo si es posible e identificador del sistema; 11. El resultado del evento; 12. Identidad de cualquier persona sujeto u objeto/entidad asociado con el evento que utiliza el nombre de usuario o ID de usuario del usuario relacionado con el evento; 13. El rol que ejerce el usuario; 14. En caso de anulación del acceso a registros o partes de registros bloqueados o enmascarados el motivo de la anulación elegido por el usuario que accede; 15. En caso de cambios en las directivas de consentimiento realizados por un sustituto en la toma de decisiones la identidad de este. ","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Detallado y en línea con buenas prácticas de trazabilidad.","53.75","51.073632500000016","[]"
"SEC-CAT-LMF-016","La aplicación debe realizar copias de seguridad de los registros de auditoría al menos cada siete días en un sistema o componente diferente del auditado. ","NIST SP 800-53 AU-9(2), ISO/IEC 27002:2022 5.12","Sí","Alta","","Protección de registros frente a corrupción o pérdida local.","53.75","48.579212000000034","[]"
"SEC-CAT-LMF-017","La aplicación debe conservar los registros de auditoría durante un período específico, determinado por las regulaciones y estándares médicos. Esta retención debe abarcar de 7 a 75 años, según los requisitos legales y de información del Estado. Algunos estados pueden exigir que los registros médicos se conserven en el hospital para garantizar la accesibilidad continua. ","HIPAA §164.316(b)(2)(i), ISO/IEC 27002:2022 5.33","Sí","Alta","","Cobertura del ciclo de vida completo de registros clínicos.","53.75","27.380560000000024","[]"
"SEC-CAT-LMF-018","La aplicación de gestión de registros debe garantizar el acceso y la protección contra modificaciones y eliminaciones no autorizadas, así como la integridad de las herramientas de auditoría para evitar el uso o la manipulación indebida. ","NIST SP 800-53 AU-9, ISO/IEC 27002:2022 5.12","Sí","Alta","","La protección de los mecanismos de auditoría es esencial.","53.75","13.245815000000016","[]"
"SEC-CAT-LMF-019","La aplicación debe implementar medidas de control estrictas para la eliminación, replicación y consulta de los registros de auditoría, garantizando un control total sobre la entrada, lectura, manipulación y eliminación de datos. ","NIST SP 800-53 AU-9, ISO/IEC 27002:2022 5.12","Sí","Alta","","Minimiza riesgo de manipulación o eliminación maliciosa.","53.75","12.633335000000027","[]"
"SEC-CAT-LMF-020","La aplicación debe transferir registros de auditoría a un sistema o medio diferente del sistema auditado y estar configurada para escribir registros de la aplicación en un repositorio centralizado. ","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Consolidación centralizada facilita análisis y preservación.","53.75","18.339200000000027","[]"
"SEC-CAT-LMF-021","La aplicación debe permitir la revisión y el análisis centralizado de los registros de auditoría con opciones de filtrado definidas por la organización ","NIST SP 800-92, ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite eficiencia en auditorías e investigaciones.","53.75","42.4961039130435","[]"
"SEC-CAT-LMF-022","Al menos un administrador de la aplicación debe estar registrado para recibir notificaciones de actualizaciones o alertas de seguridad cuando estén disponibles automáticamente. Los administradores deben registrarse para recibir notificaciones de actualización lo que les permite detener y actualizar aplicaciones y componentes de la aplicación ","ISO/IEC 27002:2022 5.30","Sí","Alta","","Garantiza respuesta rápida ante vulnerabilidades emergentes.","53.75","21.861207500000013","[]"
"SEC-CAT-LMF-023","La aplicación debe generar registros de auditoría cuando se produce una sesión simultánea desde diferentes estaciones de trabajo ","NIST SP 800-53 AU-2(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Detección temprana de comportamiento sospechoso o uso compartido de cuentas.","53.75","44.22390500000002","[]"
"SEC-CAT-LMF-024","El EHRI debe poder registrar e informar de forma segura cada acceso a los registros de un paciente/persona, cumpliendo con los siguientes requisitos: 1. Identificar a todos los usuarios que han accedido o modificado los registros de un paciente/persona en un período determinado. 2. Proporcionar funcionalidad para informar a un usuario determinado: • Los registros a los que puede acceder. • Puede acceder a las secciones específicas del/de los registro(s). • Los privilegios que tiene sobre cada uno de estos registros. 3. Identificar a todos los pacientes/personas cuyos registros han sido accedidos o modificados por un usuario específico en un período determinado. 4. El sistema debe generar un evento de seguridad en caso de un intento o posible éxito de violar los controles de inicio de sesión. ","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite trazabilidad completa de accesos a ePHI por usuario y paciente.","53.75","35.65072854838711","['segura']"
"SEC-CAT-LMF-025","La aplicación debe notificar al administrador, auditar y registrar las modificaciones realizadas en la configuración de la aplicación. ","NIST SP 800-53 AU-12(3), ISO/IEC 27002:2022 5.10","Sí","Alta","","Configurar trazabilidad de cambios para evitar alteraciones no autorizadas.","53.75","21.73440500000002","[]"
"SEC-CAT-LMF-026","La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre las acciones de activación de cuentas. La aplicación debe estar configurada para enviar notificaciones al administrador del sistema y al ISSO cuando se habilitan las cuentas de la aplicación ","ISO/IEC 27002:2022 5.18","Sí","Alta","","Transparencia en acciones críticas de gestión de cuentas.","53.75","33.89787500000003","[]"
"SEC-CAT-LMF-027","La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre las acciones de desactivación de cuentas. La aplicación debe estar configurada para enviar notificaciones al administrador del sistema y al ISSO cuando se habilitan las cuentas de la aplicación ","ISO/IEC 27002:2022 5.18","Sí","Alta","","Evita desactivaciones no autorizadas sin supervisión.","53.75","32.21116250000004","[]"
"SEC-CAT-LMF-028","La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre la creación de cuentas de la aplicación ","ISO/IEC 27002:2022 5.18","Sí","Alta","","Control estricto de creación de nuevas cuentas de usuario.","53.75","49.600772692307736","[]"
"SEC-CAT-LMF-029","La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad de la información del sistema (ISSO) sobre las acciones de eliminación de cuentas. La configuración de la aplicación debe incluir la notificación al administrador del sistema y al ISSO cuando se eliminan las cuentas de la aplicación ","ISO/IEC 27002:2022 5.18","Sí","Alta","","Evita eliminación silenciosa de cuentas que afecten trazabilidad.","53.75","40.25898038461543","[]"
"SEC-CAT-LMF-030","La aplicación debe notificar a los administradores del sistema y a los oficiales de seguridad del sistema (ISSO) cuando se modifican las cuentas de usuario ","ISO/IEC 27002:2022 5.18","Sí","Alta","","Mantiene trazabilidad de cambios sobre privilegios o atributos de cuentas.","53.75","45.34072400000002","[]"
"SEC-CAT-LMF-031","La aplicación debe proporcionar funciones para analizar registros y auditar rastros a fin de identificar a todos los usuarios que han accedido o modificado registros de pacientes/personas durante un período determinado ","HIPAA §164.312(b), ISO/IEC 27002:2022 5.10","Sí","Alta","","Permite investigaciones retrospectivas efectivas.","53.75","10.993006129032285","[]"
"SEC-CAT-LMF-032","La aplicación debe alertar al Oficial de Seguridad de la Información (ISSO) y al Administrador del Sistema (SA) en caso de una falla en el procesamiento de la auditoría. La aplicación debe estar configurada para enviar una alarma cuando el sistema de auditoría falla o está experimentando una falla ","NIST SP 800-53 AU-5, ISO/IEC 27002:2022 5.10","Sí","Alta","","Fallas en auditoría deben ser notificadas inmediatamente.","53.75","31.484526071428583","[]"
"SEC-CAT-SRF-001","La aplicación debe implementar medidas de protección para prevenir vulnerabilidades de SSRF incluyendo controles de red y de capa de aplicación ","OWASP Top 10 2021 A10, CWE-918","Sí","Alta","","Previene explotación de servicios internos por SSRF.","53.75","23.31824000000002","[]"
