Req_1_ID,Req_1,Req_2_ID,Req_2,Similarity
SEC-CAT-LMF-011,"The application must generate audit records that show the start and end of the user's access time to the system and events related to the beginning, closure, and duration of sessions.",SEC-CAT-LMF-015,"The application must ensure that audit records contain information that establishes the following: 1. When using centralized logging; the application must include a unique identifier in order to distinguish itself from other application logs. 2. What type of event occurred; 3. The function performed by the accessing user; 4. When the event occurred with a time stamp mark that meets a granularity of one second for a minimum degree of precision. 5. Where the event occurred; 6. The organization of the accessing user (at least in those cases where an individual accesses information on behalf of more than one organization); 7. Source of the event that establishes the identity of any individual or process associated with the event; 8. Network addresses and protocols; 9. Destination IP addresses; 10. Device identity or location, if possible, and system identifier; 11. The outcome of the event; 12. Identity of any individuals, subjects, or objects/entities associated with the event using the username or user ID of the user related to the event; 13. The role the user is exercising; 14. In the case of access override to blocked or masked records or portions of records, a reason for the override, as chosen by the user making the access; 15. In the case of changes to consent directives made by a substitute decision-maker, the identity of the decision-maker.",0.7103058
SEC-CAT-LMF-011,"The application must generate audit records that show the start and end of the user's access time to the system and events related to the beginning, closure, and duration of sessions.",SEC-CAT-LMF-023,The application must generate audit records when a concurrent session is produced from different workstations.,0.7485422
SEC-CAT-LMF-014,The application must generate audit records when successful or failed login attempts occur.,SEC-CAT-LMF-023,The application must generate audit records when a concurrent session is produced from different workstations.,0.708779
SEC-CAT-LMF-015,"The application must ensure that audit records contain information that establishes the following: 1. When using centralized logging; the application must include a unique identifier in order to distinguish itself from other application logs. 2. What type of event occurred; 3. The function performed by the accessing user; 4. When the event occurred with a time stamp mark that meets a granularity of one second for a minimum degree of precision. 5. Where the event occurred; 6. The organization of the accessing user (at least in those cases where an individual accesses information on behalf of more than one organization); 7. Source of the event that establishes the identity of any individual or process associated with the event; 8. Network addresses and protocols; 9. Destination IP addresses; 10. Device identity or location, if possible, and system identifier; 11. The outcome of the event; 12. Identity of any individuals, subjects, or objects/entities associated with the event using the username or user ID of the user related to the event; 13. The role the user is exercising; 14. In the case of access override to blocked or masked records or portions of records, a reason for the override, as chosen by the user making the access; 15. In the case of changes to consent directives made by a substitute decision-maker, the identity of the decision-maker.",SEC-CAT-LMF-021,The application must allow the review and centralized analysis of audit records with filtering options defined by the organization.,0.7109275
SEC-CAT-LMF-019,"The application must implement strict control measures for the elimination, replication, and consultations of audit records, ensuring total control over the entry, reading, manipulation, or data disposal.",SEC-CAT-LMF-021,The application must allow the review and centralized analysis of audit records with filtering options defined by the organization.,0.72694516
SEC-CAT-LMF-022,"At least one application administrator must be registered to receive notifications of updates or safety alerts when they are automatically available. Administrators must register to receive update notifications, allowing them to stop and update applications and components of the application.",SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,0.70633525
SEC-CAT-LMF-025,"The application must notify the administrator, audit, and record the modifications made in the application configuration.",SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,0.72629446
SEC-CAT-LMF-025,"The application must notify the administrator, audit, and record the modifications made in the application configuration.",SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,0.72334325
SEC-CAT-LMF-025,"The application must notify the administrator, audit, and record the modifications made in the application configuration.",SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,0.7558083
SEC-CAT-LMF-025,"The application must notify the administrator, audit, and record the modifications made in the application configuration.",SEC-CAT-LMF-030,The application must notify system administrators and system security officers (ISSO) when user accounts are modified.,0.7395223
SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,0.9695962
SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,0.9326093
SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-029,The application must notify the system administrators and system information security officers (ISSO) of account elimination actions. The application configuration must include notification to the system administrator and the ISSO when application accounts are deleted.,0.9039147
SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-030,The application must notify system administrators and system security officers (ISSO) when user accounts are modified.,0.9113898
SEC-CAT-LMF-026,The application must notify the system administrators and system security officers (ISSO) of account activation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-032,The application must alert the Information Security Officer (ISSO) and the System administration (SA) in case of a failure in audit processing. The application must be configured to send an alarm when the audit system fails or is experiencing failure.,0.76524055
SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,0.9065174
SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-029,The application must notify the system administrators and system information security officers (ISSO) of account elimination actions. The application configuration must include notification to the system administrator and the ISSO when application accounts are deleted.,0.94531703
SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-030,The application must notify system administrators and system security officers (ISSO) when user accounts are modified.,0.90846634
SEC-CAT-LMF-027,The application must notify the system administrators and system security officers (ISSO) of account deactivation actions. The application must be configured to send notifications to the system administrator and the ISSO when application accounts are enabled.,SEC-CAT-LMF-032,The application must alert the Information Security Officer (ISSO) and the System administration (SA) in case of a failure in audit processing. The application must be configured to send an alarm when the audit system fails or is experiencing failure.,0.7595062
SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,SEC-CAT-LMF-029,The application must notify the system administrators and system information security officers (ISSO) of account elimination actions. The application configuration must include notification to the system administrator and the ISSO when application accounts are deleted.,0.8575996
SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,SEC-CAT-LMF-030,The application must notify system administrators and system security officers (ISSO) when user accounts are modified.,0.93422735
SEC-CAT-LMF-028,The application must notify the system administrators and the system security officers (ISSO) when application accounts are created.,SEC-CAT-LMF-032,The application must alert the Information Security Officer (ISSO) and the System administration (SA) in case of a failure in audit processing. The application must be configured to send an alarm when the audit system fails or is experiencing failure.,0.7236532
SEC-CAT-LMF-029,The application must notify the system administrators and system information security officers (ISSO) of account elimination actions. The application configuration must include notification to the system administrator and the ISSO when application accounts are deleted.,SEC-CAT-LMF-030,The application must notify system administrators and system security officers (ISSO) when user accounts are modified.,0.85319597
SEC-CAT-LMF-029,The application must notify the system administrators and system information security officers (ISSO) of account elimination actions. The application configuration must include notification to the system administrator and the ISSO when application accounts are deleted.,SEC-CAT-LMF-032,The application must alert the Information Security Officer (ISSO) and the System administration (SA) in case of a failure in audit processing. The application must be configured to send an alarm when the audit system fails or is experiencing failure.,0.71406007
