id,requerimiento_id,descripcion,referencia_normativa,prioridad,justificacion,metodo_validacion,dependencias_exclusiones,categoria,ejemplo_practico,fecha_creacion,tag,norma_sugerida,legibility_score,ambiguous_terms
61,SIR-059,El sistema debe contar con arquitectura redundante y balanceo de carga para asegurar la continuidad del servicio ante fallos en componentes individuales.,"ISO 27002:2022 5.30, NIST SP 800-53 Rev.5 SC-6, Canada Health Infoway Req. 29",Alta,"Permite mantener la disponibilidad de los servicios críticos de OpenEMR ante interrupciones, actualizaciones o fallos inesperados.","Pruebas de failover, revisión de configuración de balanceadores de carga y nodos redundantes.",Relacionado con SIR-011 (Alta disponibilidad) y SIR-012 (Monitoreo).,"Availability, Fault Tolerance",Configuración de balanceador de carga con múltiples instancias OpenEMR desplegadas en zonas de disponibilidad distintas (AWS Multi-AZ).,2025-04-13T11:59:32.633323+00:00,,,15.31,[]
62,SIR-060,Los componentes críticos del sistema deben incluir mecanismos automáticos de detección de fallos y recuperación sin intervención humana.,"NIST SP 800-53 Rev.5 SC-7(8), ISO 27002:2022 5.30, DISA STIG APP3550",Alta,"Minimiza el tiempo de inactividad ante fallos parciales, evitando la necesidad de intervención humana inmediata.",Simulación de fallos de servicio con verificación de autorrecuperación o reinicio automático.,Complementa SIR-059 y SIR-012.,"Self-Healing Systems, Operational Resilience",Uso de contenedores Docker orquestados por Kubernetes con liveness y readiness probes para reinicio automático.,2025-04-13T11:59:32.633323+00:00,,,10.91,[]
63,SIR-061,Debe existir un mecanismo de replicación síncrona o asíncrona para las bases de datos y almacenamiento que contenga ePHI.,"ISO 27002:2022 5.33, NIST SP 800-53 Rev.5 CP-6, HIPAA 45 CFR §164.308(a)(7)",Alta,Asegura la persistencia e integridad de datos clínicos en caso de falla del nodo principal o desastre físico.,Revisión de configuración de replicación y pruebas de conmutación por error.,Relacionado con SIR-010 (copias de seguridad) y SIR-059.,"Data Replication, Disaster Recovery",Replicación binaria MySQL entre servidores primario y secundario en distintas regiones geográficas.,2025-04-13T11:59:32.633323+00:00,,,35.27,[]
64,SIR-062,El sistema debe establecer objetivos de RTO y RPO documentados para cada servicio crítico y validarlos mediante pruebas periódicas.,"NIST SP 800-53 Rev.5 CP-2, ISO 27002:2022 5.31, Canada Health Infoway Req. 30",Media,"Define expectativas claras de continuidad para cada componente esencial, mejorando la planificación y control del riesgo.",Documentación de RTO y RPO + evidencia de simulacros de recuperación.,Requiere SIR-061 implementado.,"Business Continuity Metrics, Availability","Servicio de laboratorio con RTO = 2h, RPO = 30 min probado mediante simulacro semestral.",2025-04-13T11:59:32.633323+00:00,,,1.43,[]
65,SIR-063,El sistema debe monitorear continuamente la disponibilidad de la infraestructura crítica y enviar alertas automáticas ante eventos anómalos.,"NIST SP 800-53 Rev.5 IR-5, ISO 27002:2022 5.22, DISA STIG APP3540",Alta,Permite detectar y reaccionar rápidamente ante incidentes que comprometan la operación clínica.,"Revisión de la plataforma de monitoreo, simulación de alerta y verificación de notificación.",Complementa SIR-012 y SIR-054.,"Infrastructure Monitoring, Fault Detection",Sistema Prometheus + Grafana con alertas vía Slack o Telegram a responsables de soporte 24/7.,2025-04-13T11:59:32.633323+00:00,,,2.44,[]
66,SIR-064,"El sistema debe garantizar la trazabilidad completa de todas las modificaciones realizadas sobre registros clínicos, incluyendo quién, cuándo y qué se modificó.","ISO 27799:2016 8.3, NIST AU-3, HIPAA §164.312(b)",Alta,"Permite auditoría clínica, análisis forense y control de calidad en registros de salud electrónicos (ePHI).",Verificación del log de auditoría detallado en los cambios sobre historias clínicas.,Relacionado con SIR-006 (auditoría) y SIR-012 (monitorización de accesos).,"Auditability, Data Governance","El sistema registra automáticamente que el Dr. López modificó el diagnóstico de un paciente el 10/04/2025 a las 16:45h, con detalle del campo alterado.",2025-04-13T17:05:39.256126+00:00,,,15.31,[]
67,SIR-065,El sistema debe aplicar controles automáticos de integridad que validen que los datos clínicos almacenados no han sido alterados de forma no autorizada.,"ISO 27002:2022 8.16, NIST SI-7(1), HIPAA §164.312(c)(1)",Alta,"Preserva la confiabilidad médica de los datos clínicos frente a errores, corrupción o ataques.","Verificación de uso de checksums, firmas digitales o registros hash sobre la ePHI.",Requiere mecanismos criptográficos definidos en SIR-016.,"Integrity Monitoring, Data Protection","Al guardar un resultado de laboratorio, el sistema genera automáticamente un hash y lo comprueba al recuperar el dato para detectar alteraciones.",2025-04-13T17:05:39.256126+00:00,,,22.75,[]
68,SIR-066,"Debe establecerse un modelo de gobierno de datos que defina responsables, procesos de validación y control de calidad sobre la información clínica.","ISO 27799:2016 7.3, ISO 27002:2022 5.9, NIST PM-1",Media,"Establece roles claros y controles sobre el ciclo de vida de los datos clínicos, promoviendo consistencia y confiabilidad.",Revisión de la política de gobierno de datos y existencia de comité o responsables asignados.,Complementa SIR-001 y SIR-064.,"Data Stewardship, Governance Framework",El Comité de Gobernanza de Datos valida mensualmente los indicadores de completitud y duplicados en los datos de pacientes.,2025-04-13T17:05:39.256126+00:00,,,6.84,[]
69,SIR-067,Los datos clínicos deben estar sujetos a reglas de validación semántica y estructural antes de su persistencia.,"ISO 27799:2016 7.5, NIST SI-10, OWASP A08:2021",Alta,"Evita que se almacenen registros con incoherencias clínicas, errores de formato o duplicidades.",Revisión de validadores automáticos implementados y testing con datos erróneos.,Complementa requisitos de desarrollo seguro (SIR-028).,"Data Validation, Clinical Integrity",El sistema impide guardar una prescripción con dosis negativa o edad inconsistente con la fecha de nacimiento registrada.,2025-04-13T17:05:39.256126+00:00,,,28.84,[]
70,SIR-068,"El sistema debe conservar los registros clínicos íntegros, completos y accesibles durante el tiempo legalmente establecido según la jurisdicción aplicable.","HIPAA §164.316(b)(2)(i), ISO 27799:2016 8.3.5, ISO 27002:2022 5.27",Alta,"Asegura la disponibilidad legal, clínica y operativa de los datos de pacientes ante auditorías o tratamientos futuros.",Validación de políticas de retención y configuración de almacenamiento con acceso controlado y resiliencia.,Relacionado con SIR-007 (backups) y SIR-055 (retención de logs).,"Data Retention, Legal Compliance","El sistema conserva durante 10 años los historiales clínicos completos, accesibles bajo autenticación robusta y con mecanismos de archivo WORM.",2025-04-13T17:05:39.256126+00:00,,,0.42,[]
71,SIR-069,El sistema debe contar con soluciones antimalware actualizadas en todos los servidores y estaciones de trabajo que acceden a OpenEMR.,"ISO 27002:2022 8.7, NIST SI-3, HIPAA §164.308(a)(5)(ii)(B)",Alta,"Previene la infección por software malicioso que pueda comprometer la ePHI, afectar la disponibilidad del sistema o propagar ransomware.","Inspección de agentes antimalware instalados, políticas de actualización automática y reportes de eventos.",Requiere políticas de protección de endpoint (SIR-050).,"Malware Protection, Endpoint Defense",Uso de Microsoft Defender for Endpoint o Sophos Intercept X en servidores de OpenEMR con alertas centralizadas.,2025-04-13T17:06:26.778817+00:00,,,34.26,[]
72,SIR-070,Debe implementarse un sistema de detección de intrusos (IDS) para monitorear tráfico y alertar sobre patrones maliciosos o no autorizados.,"NIST SI-4, ISO 27002:2022 5.22, DISA STIG APP3540",Alta,"Permite detectar ataques automatizados, escaneos y explotación de vulnerabilidades de forma proactiva.","Verificación de sensores IDS activos, reglas de detección y pruebas de escaneo controlado.",Relacionado con SIR-012 (monitoreo) y SIR-057 (correlación en SIEM).,"Intrusion Detection, Network Monitoring",Snort o Suricata desplegados en la capa de red con envío de eventos a un sistema SIEM.,2025-04-13T17:06:26.778817+00:00,,,0.42,[]
73,SIR-071,Los servidores deben contar con capacidades EDR (Endpoint Detection and Response) que permitan análisis de comportamiento y contención automática de amenazas.,"NIST SP 800-94, ISO 27002:2022 8.7.4",Alta,Aumenta la capacidad de respuesta ante amenazas avanzadas que evaden los controles tradicionales.,Verificación de solución EDR desplegada y pruebas de simulación de actividad sospechosa.,Complementa SIR-069.,"EDR, Behavioral Analysis",CrowdStrike detecta ejecución de script inusual en servidor PHP y aísla automáticamente el endpoint.,2025-04-13T17:06:26.778817+00:00,,,24.78,[]
74,SIR-072,"El sistema debe bloquear automáticamente direcciones IP que generen patrones de ataque automatizado como escaneos, fuerza bruta o consultas malformadas.","OWASP A07:2021, NIST AC-7, ISO 27002:2022 5.17.6",Alta,Reduce el riesgo de intrusión por automatismos y herramientas de ataque de bajo costo.,Revisión de políticas de bloqueo (firewall o WAF) y pruebas de escaneo simuladas.,Relacionado con SIR-042 (intentos fallidos de acceso).,"Brute Force Protection, Automated Threats",Fail2ban bloquea una IP tras 5 intentos fallidos de autenticación en el frontend de OpenEMR.,2025-04-13T17:06:26.778817+00:00,,,8.88,[]
75,SIR-073,Los archivos adjuntos y cargas de datos en OpenEMR deben ser escaneados por antivirus antes de almacenarse o procesarse.,"ISO 27002:2022 8.7.2, HIPAA §164.308(a)(5)(ii)(B)",Media,Evita la introducción de malware a través de documentos adjuntos o ficheros subidos por usuarios internos o externos.,"Revisión de configuración de escaneo en gateway o backend, y pruebas con archivos de prueba como EICAR.",Relacionado con SIR-069.,"Malicious File Upload, Content Inspection",OpenEMR envía los archivos PDF adjuntos por médicos a un antivirus ClamAV antes de almacenarlos en el sistema.,2025-04-13T17:06:26.778817+00:00,,,35.27,[]
76,SIR-074,"Se debe mantener un Software Bill of Materials (SBOM) actualizado con todas las bibliotecas, dependencias y componentes de terceros utilizados en OpenEMR.","NIST SP 800-218, ISO 27002:2022 5.20, Executive Order 14028 (EEUU)",Alta,"Permite identificar rápidamente componentes afectados por vulnerabilidades conocidas (p. ej., CVEs), mejorando la gestión del riesgo.",Generación automatizada de SBOM con herramientas como Syft o CycloneDX + validación en repositorio CI/CD.,Relacionado con SIR-028 (ciclo de desarrollo seguro).,"Software Supply Chain, Component Inventory",Integración de generación SBOM con Syft en cada build de contenedor Docker que incluya PHP/MySQL/JS de OpenEMR.,2025-04-14T10:43:58.386954+00:00,,,15.31,[]
77,SIR-075,"Todos los paquetes, bibliotecas y artefactos de terceros utilizados deben verificarse mediante firma digital antes de su incorporación al entorno productivo.","NIST SP 800-218 §5.2, ISO 27002:2022 8.8.4",Alta,Previene ataques por inyección de código malicioso en dependencias (ej. supply chain attacks como SolarWinds o log4j).,Revisión automatizada de firma o hash SHA-256 en pipeline CI/CD antes de permitir despliegue.,Complementa SIR-074 y SIR-028.,"Package Verification, Supply Chain Integrity",Rechazo automático de paquetes sin firma GPG válida al momento del build en GitLab CI.,2025-04-14T10:43:58.386954+00:00,,,-0.61,[]
78,SIR-076,Se debe contar con un proceso automatizado de detección de vulnerabilidades en dependencias de software de terceros utilizadas por OpenEMR.,"OWASP A06:2021, NIST SP 800-40 Rev.3, ISO 27002:2022 8.9.2",Alta,Reduce la exposición a vulnerabilidades conocidas mediante escaneo proactivo en bibliotecas integradas.,"Uso de escáneres SCA (Software Composition Analysis) como Snyk, Grype o Trivy con reportes periódicos.",Relacionado con SIR-074 y SIR-005.,"Vulnerability Scanning, Component Risk Management","Trivy escanea cada imagen Docker y alerta sobre CVEs activos en las librerías del backend OpenEMR (p. ej., phpMyAdmin, Slim).",2025-04-14T10:43:58.386954+00:00,,,8.88,[]
90,SIR-079,El acceso físico a las salas de servidores o centros de datos donde se almacena o procesa ePHI debe estar restringido mediante controles de acceso físico robustos.,"ISO 27002:2022 7.4, HIPAA §164.310(a)(1), NIST PE-3",Alta,Evita el acceso no autorizado a los sistemas físicos que contienen datos sensibles o respaldos críticos.,"Inspección de registros de control de acceso físico, validación de mecanismos biométricos, tarjetas, cerraduras electrónicas.",Relacionado con SIR-002 (control lógico de acceso) y SIR-010 (backups físicos).,"Physical Access Control, Environmental Security","Acceso al cuarto de servidores mediante tarjeta RFID y validación biométrica, con registro de cada ingreso y salida.",2025-04-14T11:36:05.929881+00:00,,,27.15,[]
79,SIR-077,Todo software de terceros embebido debe tener una evaluación de seguridad previa antes de ser aprobado para su uso en el entorno clínico.,"ISO 27002:2022 5.19, NIST SA-12, Canada Health Infoway Req. 38",Media,Garantiza que los componentes externos cumplen los requisitos de seguridad y no introducen riesgos ocultos.,"Checklist de revisión de software de terceros, revisión de licencias y resultado de análisis de vulnerabilidades.",Complementa procesos de adquisición definidos en SIR-034.,"Third-Party Risk Management, Procurement Control","Antes de integrar una nueva librería de facturación, se realiza un análisis estático con SonarQube y revisión de licencia GPL.",2025-04-14T10:43:58.386954+00:00,,,39.67,[]
80,SIR-078,"El sistema debe registrar todos los componentes de software externos en un inventario centralizado con metadatos de versión, autor y licencia.","ISO 27002:2022 5.20.3, NIST CM-8, SPDX Specification v2.3",Media,"Facilita la trazabilidad, auditoría de licencias y respuesta ante incidentes en la cadena de suministro.",Revisión del inventario de componentes y validación cruzada con el SBOM generado.,Relacionado con SIR-074.,"Component Inventory, License Compliance","Cada módulo importado se registra en un repositorio Git central con su SPDX, versión y condiciones de licencia.",2025-04-14T10:43:58.386954+00:00,,,24.78,[]
91,SIR-080,"Los equipos que contienen ePHI deben estar protegidos contra daños físicos por agua, fuego, humedad o sobrecalentamiento.","ISO 27002:2022 7.9, ISO 27799:2016 8.3.3, NIST PE-10",Alta,Minimiza el riesgo de pérdida de disponibilidad o integridad debido a fallos ambientales.,"Revisión de infraestructura con sensores de temperatura, humedad, humo e instalación de UPS o detectores.",Complementa requisitos de continuidad (SIR-062).,"Environmental Protection, Infrastructure Safeguards","Uso de sensores IoT para monitoreo de humedad y temperatura, junto a extintores automáticos y alimentación eléctrica redundante.",2025-04-14T11:36:05.929881+00:00,,,37.3,[]
92,SIR-081,"Debe mantenerse una política de zonas seguras con delimitación de áreas restringidas para equipos, redes y almacenamiento de respaldos.","ISO 27002:2022 7.5, NIST PE-5, HIPAA §164.310(a)(2)(iii)",Media,Reduce la exposición innecesaria de infraestructura crítica y facilita auditoría física.,"Planos de zonas seguras, registro de autorización y cartelería física en áreas restringidas.",Relacionado con SIR-079 y SIR-010.,"Secure Areas, Physical Zoning",Delimitación de zona de respaldo físico y zona de comunicaciones con acceso solo al personal autorizado y cámaras de vigilancia.,2025-04-14T11:36:05.929881+00:00,,,35.27,[]
93,SIR-082,"Todo acceso físico debe registrarse, conservarse al menos por 1 año y estar disponible para auditoría en caso de incidentes.","ISO 27002:2022 7.4.3, NIST PE-6, Canada Health Infoway Req. 23",Media,"Permite detectar accesos no autorizados, investigar incidentes y validar cumplimiento normativo.","Revisión de bitácoras físicas o electrónicas de acceso (logs, cámaras, tarjetas).",Complementa SIR-079 y SIR-055.,"Physical Audit Trails, Access Logging",Registro electrónico de entradas al centro de datos almacenado en sistema SIEM por 18 meses.,2025-04-14T11:36:05.929881+00:00,,,34.26,[]
94,SIR-083,El sistema debe contar con políticas de ubicación segura y disposición controlada de dispositivos obsoletos que contengan ePHI.,"ISO 27002:2022 8.10.5, HIPAA §164.310(d)(2)(i)",Alta,"Evita exposición de datos clínicos al retirar o desechar discos duros, medios de respaldo o terminales descontinuadas.",Revisión del procedimiento de baja de activos y evidencia de destrucción certificada o borrado seguro (wipe).,Complementa SIR-036 y SIR-037.,"Asset Disposal, Data Remanence Protection","Retiro de discos antiguos mediante protocolo de destrucción física con proveedor certificado, incluyendo número de serie y certificado.",2025-04-14T11:36:05.929881+00:00,,,19.37,[]
96,SIR-084,"Toda API expuesta por OpenEMR debe requerir autenticación robusta basada en tokens seguros (OAuth 2.0, OpenID Connect) antes de permitir cualquier acceso.","OWASP API1:2023, NIST AC-17, ISO 27002:2022 8.3.1",Alta,Previene el acceso anónimo o no autorizado a servicios críticos y datos ePHI.,Pruebas de acceso a endpoints sin token y validación de flujo de autorización OAuth2.,Relacionado con SIR-002 (autenticación) y SIR-040 (sesiones).,Authentication and Authorization for APIs,Un cliente FHIR debe obtener previamente un token OAuth2 válido antes de invocar /Patient o /Observation.,2025-04-25T17:29:47.247064+00:00,,,26.47,[]
97,SIR-085,Los tokens de acceso a APIs deben ser de corta duración (máximo 1 hora) y renovables mediante mecanismos seguros de refresh tokens.,"OWASP API2:2023, NIST SP 800-63B",Alta,Minimiza el riesgo en caso de robo o filtración de tokens de acceso.,Verificación de tiempos de expiración y rotación de tokens en la configuración del servidor de autorización.,Complementa SIR-084.,"Token Management, API Session Security",El token JWT emitido por el Authorization Server expira en 45 minutos y requiere refresh token para extender la sesión.,2025-04-25T17:29:47.404522+00:00,,,32.22,[]
98,SIR-086,Todas las comunicaciones entre clientes y APIs deben estar protegidas mediante HTTPS (TLS 1.2 o superior) obligatoriamente.,"ISO 27002:2022 8.4.1, HIPAA §164.312(e)(1), NIST SC-12",Alta,Protege la confidencialidad e integridad de los datos clínicos transmitidos.,Análisis de tráfico de red y prueba de rechazo de conexiones HTTP no seguras.,Relacionado con SIR-016 (cifrado en tránsito).,"Transport Security, Secure Communications",Todo endpoint de API REST de OpenEMR responde con error 403 si la conexión no es HTTPS.,2025-04-25T17:29:47.497063+00:00,,,12.09,[]
99,SIR-087,"Cada endpoint de API debe validar estrictamente el formato, tipo y tamaño de todos los parámetros de entrada para prevenir inyecciones o corrupción de datos.","OWASP API8:2023, NIST SI-10, ISO 27002:2022 8.12",Alta,"Previene vulnerabilidades como SQL Injection, Command Injection y corrupción de datos clínicos.","Revisión de esquemas de validación (JSON Schema, XML Schema) y fuzz testing.",Relacionado con SIR-028 (input validation general).,"Input Validation, API Security",El endpoint /Patient no permite enviar IDs fuera del patrón regex especificado y rechaza campos inesperados.,2025-04-25T17:29:47.647775+00:00,,,20.72,[]
100,SIR-088,Debe implementarse un control de límite de tasa (Rate Limiting) por cliente API para evitar abusos y ataques de denegación de servicio (DoS).,"OWASP API4:2023, NIST SC-5, ISO 27002:2022 8.4.2",Alta,"Mitiga ataques de fuerza bruta, scraping masivo y abuso de recursos.",Pruebas de envío masivo de peticiones (> umbral) y verificación de respuestas 429 Too Many Requests.,Complementa SIR-057 (SIEM correlación de anomalías).,"Rate Limiting, API Resource Protection",Se configura un límite de 100 solicitudes/minuto por IP para la API de citas médicas de OpenEMR.,2025-04-25T17:29:47.766944+00:00,,,48.13,[]
101,SIR-089,Debe existir un mecanismo de escaneo y auditoría automática de vulnerabilidades en las APIs expuestas de OpenEMR.,"OWASP API6:2023, NIST RA-5, ISO 27002:2022 8.8.5",Alta,Permite detectar nuevas vulnerabilidades en interfaces de programación de forma proactiva.,"Integración de escáneres de API security (p.ej., OWASP ZAP, Burp Suite Enterprise) en el pipeline CI/CD.",Complementa procesos de análisis de vulnerabilidades SIR-005.,"API Vulnerability Management, Threat Detection","Cada nuevo despliegue de OpenEMR ejecuta automáticamente un escaneo de seguridad sobre los endpoints /Patient, /Encounter, etc.",2025-04-25T17:29:47.916101+00:00,,,11.92,[]
102,SIR-090,Todos los datos clínicos (ePHI) almacenados en servicios en la nube deben cifrarse en reposo mediante claves gestionadas por el cliente (CMEK o BYOK).,"ISO 27002:2022 8.10, NIST SC-12, HIPAA §164.312(a)(2)(iv)",Alta,Protege la confidencialidad de datos en reposo ante accesos no autorizados o errores de configuración en almacenamiento cloud.,"Verificación de configuración de cifrado en S3, RDS y EBS con KMS y claves propias.",Relacionado con SIR-016 (cifrado) y SIR-061 (backups cloud).,"Cloud Data Protection, Encryption at Rest",Bucket S3 que contiene archivos PDF clínicos tiene habilitado cifrado AES-256 con clave KMS administrada por la organización.,2025-04-25T17:38:06.796886+00:00,,,55.58,[]
103,SIR-091,Los buckets de almacenamiento (S3) no deben estar expuestos públicamente y deben tener políticas de acceso mínimo necesarias (least privilege).,"CIS AWS Benchmark 2.1, ISO 27002:2022 5.18, NIST AC-6",Alta,Previene fugas de datos clínicas debido a errores comunes de configuración en objetos en la nube.,"Revisión de políticas de bucket y uso de herramientas como AWS Config, Prowler o ScoutSuite.",Relacionado con SIR-001 (RBAC) y SIR-090 (cifrado).,"Cloud Storage Access Control, Least Privilege",El bucket con datos de laboratorio tiene una política que solo permite lectura desde instancias EC2 autenticadas por IAM Role clínico.,2025-04-25T17:38:06.796886+00:00,,,25.8,[]
104,SIR-092,El acceso a la consola de gestión cloud debe estar protegido mediante autenticación multifactor obligatoria (MFA) para todas las cuentas administrativas.,"NIST IA-2(1), ISO 27002:2022 5.17, CIS AWS Benchmark 1.1",Alta,"Evita el acceso no autorizado a la administración de recursos críticos en la nube, incluso en caso de fuga de credenciales.",Revisión de políticas IAM y configuración de MFA para root y usuarios con privilegios elevados.,Relacionado con SIR-002 (autenticación).,"Cloud Console Security, MFA Enforcement",La cuenta de administración AWS requiere autenticación con Yubikey o aplicación OTP para ingresar al panel de control.,2025-04-25T17:38:06.796886+00:00,,,-9.07,[]
105,SIR-093,"Los recursos en la nube deben utilizar roles IAM específicos para cada función, evitando credenciales estáticas en código o contenedores.","NIST AC-6(10), ISO 27002:2022 5.18, OWASP Cloud-Native Top 10 A05",Alta,"Reduce el riesgo de uso indebido de credenciales embebidas, minimiza superficie de ataque y fortalece trazabilidad.","Revisión de código fuente, pipelines y configuración de IAM roles por servicio.",Complementa SIR-001 (RBAC) y SIR-025 (seguridad en CI/CD).,"IAM Roles, Cloud Identity Segregation","Un pod de Kubernetes utiliza ServiceAccount con IAM Role asociado que permite acceso temporal a DynamoDB, sin claves embebidas.",2025-04-25T17:38:06.796886+00:00,,,25.8,[]
106,SIR-094,"Todo tráfico entre componentes desplegados en la nube debe ser cifrado en tránsito utilizando TLS 1.2 o superior, incluyendo tráfico interno entre zonas o regiones.","ISO 27002:2022 8.4, NIST SC-12, HIPAA §164.312(e)(1)",Alta,"Evita el espionaje de datos clínicos en tránsito, incluso dentro de entornos virtualizados que pueden ser compartidos.","Inspección de configuración de Load Balancer, certificados TLS, y política de comunicación VPC-to-VPC.",Relacionado con SIR-086 (TLS general).,"Cloud Network Encryption, Internal Traffic Protection",El balanceador de carga TLS ofusca el tráfico entre dos zonas de OpenEMR desplegadas en regiones distintas de AWS.,2025-04-25T17:38:06.796886+00:00,,,24.95,[]
107,SIR-095,Debe activarse el logging centralizado de auditoría en servicios cloud (ej. AWS CloudTrail) y enviarse a un repositorio inmutable o sistema SIEM externo.,"NIST AU-2, ISO 27002:2022 5.22, DISA STIG Cloud Logging",Alta,"Permite detectar, rastrear y responder ante actividades sospechosas o violaciones en recursos cloud.","Revisión de configuración de CloudTrail, validación de envío a bucket S3 WORM o integración con SIEM.",Relacionado con SIR-054 (auditoría).,"Cloud Logging, Auditability, SIEM Integration",Todas las acciones IAM y acceso a datos en AWS se registran en CloudTrail y se almacenan 12 meses con retención legal.,2025-04-25T17:38:06.796886+00:00,,,42.88,[]
108,SIR-096,Las imágenes de contenedor utilizadas deben provenir de repositorios de confianza y ser escaneadas automáticamente contra vulnerabilidades conocidas antes de su despliegue.,"NIST SP 800-190 Control 2.1, CIS Docker Benchmark 5.1",Alta,Previene el uso de imágenes contaminadas o comprometidas que puedan introducir vulnerabilidades en producción.,"Integración de escaneo de imágenes (Trivy, Clair, Anchore) en pipelines CI/CD.",Relacionado con SIR-076 (análisis de terceros) y SIR-005 (gestión de vulnerabilidades).,"Container Image Security, Supply Chain Integrity",OpenEMR utiliza imágenes oficiales de PHP y MySQL validadas con Trivy antes de cada build en producción.,2025-04-25T17:50:17.787221+00:00,,,6.84,[]
109,SIR-097,Se deben minimizar los privilegios de contenedores evitando el uso de contenedores privilegiados ('privileged: true') y ejecutando como usuarios no root.,"CIS Docker Benchmark 5.28, NIST SP 800-190 Control 3.1",Alta,Minimiza el impacto de compromisos permitiendo defensa en profundidad y evitando escaladas de privilegios.,"Revisión de Dockerfiles y manifiestos de Kubernetes (PodSecurity Standards, PSPs o OPA policies).",Relacionado con SIR-093 (IAM Roles).,"Container Runtime Security, Principle of Least Privilege",Los pods de OpenEMR en Kubernetes ejecutan procesos como usuarios UID >10000 y sin capacidades de escalado de privilegios.,2025-04-25T17:50:17.787221+00:00,,,16.32,[]
110,SIR-098,"Todo acceso a la API Server de Kubernetes debe estar autenticado y autorizado estrictamente, registrando todas las operaciones en logs de auditoría.","DISA Kubernetes STIG K8S-1, NIST AC-17, ISO 27002:2022 5.16",Alta,"Controla el acceso administrativo sobre clústeres, evitando accesos no autorizados o acciones maliciosas.","Revisión de configuración RBAC, habilitación de Audit Logs, uso de cert-manager o políticas OIDC.","Relacionado con SIR-002 (identidad), SIR-054 (auditoría).","Kubernetes API Access Control, Audit Logging",El API Server de Kubernetes OpenEMR utiliza OIDC federado con el proveedor corporativo de identidad y tiene RBAC estricto por namespace.,2025-04-25T17:50:17.787221+00:00,,,-10.08,[]
111,SIR-099,Las políticas de red (Network Policies) deben ser aplicadas para restringir la comunicación entre pods solamente a lo necesario para el funcionamiento del sistema.,"NIST SP 800-190 Control 5.2, CIS Kubernetes Benchmark 5.2",Alta,Reduce la superficie de ataque lateral dentro del clúster en caso de compromiso de un pod.,Inspección de políticas de red aplicadas en namespaces y pruebas de conectividad entre pods no permitidos.,Relacionado con SIR-094 (protección tráfico interno).,"Pod Network Segmentation, East-West Traffic Control",Solo los pods de frontend OpenEMR pueden comunicarse hacia los pods de backend sobre puerto 3306/TCP.,2025-04-25T17:50:17.787221+00:00,,,30.2,[]
112,SIR-100,"Se debe habilitar y configurar correctamente mecanismos de aislamiento de namespaces, runtime security y controladores de admisión (Admission Controllers) en Kubernetes.","DISA Kubernetes STIG K8S-3, NIST SP 800-190 Control 6.2",Alta,"Previene ejecuciones no autorizadas, refuerza control de despliegue y mejora seguridad de clúster general.","Revisión de controladores habilitados (p.ej., PodSecurityAdmission, OPA/Gatekeeper), pruebas de políticas de admisión.",Relacionado con SIR-028 (ciclo de desarrollo seguro).,"Kubernetes Admission Control, Cluster Hardening",OpenEMR en Kubernetes utiliza Gatekeeper para aplicar políticas que bloquean despliegues con imágenes sin firmas válidas.,2025-04-25T17:50:17.787221+00:00,,,-9.07,[]
113,SIR-101,"Se deben realizar copias de seguridad completas, automáticas y frecuentes de toda la ePHI, y estas deben almacenarse en medios inmutables (WORM) o con protección contra sobrescritura.","NIST SP 1800-25, ISO 27002:2022 8.13, HIPAA §164.308(a)(7)",Alta,Permite recuperar datos íntegros ante ataques de cifrado malicioso que comprometan los datos en producción.,Verificación de políticas de backup + evidencia técnica de WORM activado en almacenamiento de respaldo.,Relacionado con SIR-010 (backups generales) y SIR-061 (replicación).,"Backup Protection, Ransomware Resilience",Backups automáticos diarios en S3 Glacier con políticas de retención inmutable de 30 días.,2025-04-25T17:52:52.356814+00:00,,,27.15,[]
114,SIR-102,Los entornos de respaldo y almacenamiento de copias deben estar segmentados de la red principal de producción para evitar propagación lateral de malware.,"NIST SC-7(8), ISO 27002:2022 8.9.5",Alta,Evita que el ransomware cifre simultáneamente el entorno de producción y sus respaldos conectados.,"Inspección de reglas de firewall, segmentación de red y rutas de acceso entre zonas.",Relacionado con SIR-099 (segmentación de red).,"Network Isolation, Backup Segmentation",Los servidores de respaldo están en una subred VPC separada sin conectividad de entrada desde instancias de frontend OpenEMR.,2025-04-25T17:52:52.356814+00:00,,,22.75,[]
115,SIR-103,"Debe implementarse una solución de protección contra ransomware en endpoints, servidores y cargas cloud con detección basada en comportamiento (EDR).","NIST SI-4(1), ISO 27002:2022 8.7.4",Alta,Detecta y bloquea patrones de cifrado masivo o acceso sospechoso a múltiples archivos clínicos.,"Simulación de patrones de ransomware y análisis de respuesta automática (alertas, aislamiento de proceso).",Relacionado con SIR-071 (EDR general).,"Endpoint Defense, Ransomware Detection",CrowdStrike detecta múltiples renombrados de archivos .csv por parte de un proceso y detiene automáticamente su ejecución.,2025-04-25T17:52:52.356814+00:00,,,25.8,[]
